,Price[NIS],Property_type,City,Address,Rooms,Floor,Area[m^2],Parking_spots
320,3800,Apartment,Tel Aviv-Yafo,Mor St.  10,3.0,1.0,70,0
321,7400,Apartment,Tel Aviv-Yafo,Mahal St.  14,5.0,11.0,130,1
322,7300,Apartment,Tel Aviv-Yafo,Meirber St.  11,4.0,1.0,115,0
323,5500,Apartment,Tel Aviv-Yafo,Sir John Monash St.  24,4.0,3.0,90,0
324,6000,Apartment,Tel Aviv-Yafo,Shtulim St.  59,3.0,17.0,82,1
325,3700,Apartment,Tel Aviv-Yafo,Misgav Am St.  9,3.0,2.0,60,0
326,4300,Apartment,Tel Aviv-Yafo,Biranit St.  5,4.0,4.0,100,0
327,7500,Apartment,Tel Aviv-Yafo,Dafna St. ,3.5,2.0,89,0
328,8200,Apartment,Tel Aviv-Yafo,Shaul Avigur St.  9,4.0,6.0,115,1
329,7700,Apartment,Tel Aviv-Yafo,Mordechai Namir Road ,3.5,2.0,81,0
330,8500,Apartment,Tel Aviv-Yafo,HaYarkon St.  36,2.0,2.0,70,0
331,6300,Apartment,Tel Aviv-Yafo,Zikhron Yaakov St.  6,2.5,3.0,78,0
332,5500,Apartment,Tel Aviv-Yafo,Hagana Road  136,4.0,2.0,95,0
333,6600,Apartment,Tel Aviv-Yafo,Shtulim St.  63,4.0,11.0,97,1
334,4250,Apartment,Rishon LeTsiyon,Kidush HaShem St.  23,4.0,4.0,80,0
335,2500,Apartment,Ramat Gan,HaEm St.  39,1.0,0.0,18,0
336,3800,Apartment,Bat Yam,Yisrael Ben Tsiyon St. ,2.5,1.0,75,0
337,4000,Apartment,Bat Yam,Trumpeldor St. ,3.0,2.0,70,0
338,4300,Apartment,Bat Yam,Perlstein St. ,3.0,5.0,85,0
339,3900,Apartment,Bat Yam,Ha-Neviim St. ,4.0,4.0,80,2
340,3700,Apartment,Bat Yam,Yisrael Ben Tsiyon St. ,2.5,1.0,75,0
341,3400,Apartment,Bat Yam,Ha-Sar Rabinovich St. ,3.0,2.0,74,1
342,3800,Apartment,Bat Yam,Bar Yehuda St. ,3.0,4.0,70,1
343,4100,Apartment,Bat Yam,HaMaapilim St. ,3.0,1.0,75,0
344,3800,Apartment,Bat Yam,Rambam St. ,2.5,2.0,55,0
345,4000,Apartment,Bat Yam,Yoseftal St. ,2.5,5.0,70,0
346,5800,Apartment,Bat Yam,Ha-Reshet St. ,4.0,6.0,110,1
347,2800,Apartment,Bat Yam,Bar Yehuda St. ,2.0,1.0,40,0
348,3000,Apartment,Bat Yam,Yisrael Ben Tsiyon St. ,3.0,2.0,80,0
349,2700,Apartment,Bat Yam,Ha-Rishonim St. ,1.0,3.0,20,0
350,4200,Apartment,Bat Yam,Bayit Vagan St. ,3.5,2.0,90,0
351,4000,Apartment,Bat Yam,Sheshet ha-Yamim St. ,2.5,3.0,85,0
352,5000,Apartment,Bat Yam,Bar Ilan St. ,4.0,1.0,110,1
353,3500,Apartment,Bat Yam,Balfour St. ,2.5,1.0,63,0
354,5400,Apartment,Rehovot,Hazon Ish St.  30,4.5,4.0,1104,1
355,3300,Apartment,Ashdod,Rambam St.  9,2.5,3.0,48,0
356,6700,Apartment,Tel Aviv-Yafo,Bavli St.  22,3.0,1.0,80,0
357,2500,Housing unit,Rishon LeTsiyon,Ha-Rav Pinkhas Zekharya St. ,1.0,1.0,20,1
358,3000,Apartment,Rishon LeTsiyon,HaDagan St. ,2.0,1.0,40,2
359,2000,Apartment,Jerusalem,HaHavatselet St. ,6.0,1.0,150,0
360,5200,Apartment,Jerusalem,Shamai St. ,3.0,3.0,70,0
361,3300,Housing unit,Rishon LeTsiyon,Shimon Peres St. ,2.0,0.0,30,1
362,4300,Apartment,Jerusalem,Shamai St. ,2.0,3.0,53,1
363,5500,Apartment,Jerusalem,Even Yisrael St. ,3.0,2.0,60,2
364,4800,Apartment,Jerusalem,Gesher HaHayim ,3.0,1.0,68,0
365,6000,Apartment,Jerusalem,Jaffa St. ,2.0,3.0,50,1
366,4100,Apartment,Rishon LeTsiyon,Betar St. ,3.0,1.0,80,2
367,4750,Apartment,Rishon LeTsiyon,HaTsfira St. ,4.5,1.0,106,1
368,5600,Apartment,Jerusalem,Agripas St. ,3.0,7.0,78,1
369,3700,Housing unit,Rishon LeTsiyon,Ha-Rav Pinkhas Zekharya St. ,1.0,1.0,36,1
370,1500,Apartment,Jerusalem,HaRav Agan St. ,4.0,6.0,100,3
371,2500,Apartment,Ramat Gan,Tirzah St.  32,3.0,8.0,76,1
372,2000,Apartment,Ramat Gan,Ha-Yarden St.  98,3.0,7.0,59,2
373,4100,Apartment,Petah Tikva,Yehuda ha-Levi St. ,4.0,1.0,88,1
374,2600,Apartment,Petah Tikva,Ha-Hagana St. ,2.0,0.0,30,0
375,4000,Apartment,Petah Tikva,Kashani St. ,4.0,2.0,90,1
376,4500,Apartment,Ramat Gan,Ha-Lapid St.  10,3.5,2.0,80,1
377,4500,Apartment,Ramat Gan,Ha-Yarden St.  54,4.0,2.0,100,1
378,3000,Apartment,Ramat Gan,Abba Hillel Silver Road  62,2.0,2.0,40,0
379,3300,Apartment,Givatayim,Ha-Lamed Hei St.  44,2.0,3.0,35,0
380,3150,Apartment,Ramat Gan,Aluf David St.  5,2.0,1.0,40,0
381,5000,Apartment,Ramat Gan,Zeev Jabotinsky St.  107,5.0,2.0,100,2
382,7000,Apartment,Givatayim,Eilat St.  22,4.0,2.0,90,2
383,2400,Studio,Jerusalem,Mishol HaDkalim  14,1.0,1.0,18,1
384,2500,Studio,Petah Tikva,HaAluf David Marcus St.  54,1.0,2.0,30,1
385,3400,Apartment,Rehovot,Ha-Hagana St. ,3.0,1.0,70,0
386,2800,Apartment,Rehovot,Ha-Khavura St. ,2.0,0.0,40,0
387,4200,Apartment,Rehovot,Herzl St.  105,4.0,8.0,100,0
388,3300,Apartment,Rehovot,Derekh Yavne ,2.0,4.0,40,0
389,3000,Apartment,Rehovot,Ezra St. ,2.0,1.0,56,0
390,6000,Apartment,Bat Yam,Ha-Rav Nisanbaum St. ,3.0,25.0,75,1
391,7500,Apartment,Bat Yam,Ha-Rav Nisanbaum St.  37,5.0,37.0,130,2
392,8200,Apartment,Bat Yam,Yohanan HaSandlar St.  8,5.0,27.0,130,2
393,6500,Apartment,Bat Yam,Ha-Rav Nisanbaum St.  37,4.0,25.0,120,1
394,7000,Apartment,Bat Yam,Ha-Rav Nisanbaum St.  37,4.0,27.0,115,1
395,10000,Apartment,Bat Yam,Ha-Komemiyut St. ,5.0,20.0,130,2
396,5300,Apartment,Bat Yam,Ha-Rav Nisanbaum St.  37,2.0,28.0,60,1
397,6900,Garden apt,Modi'in-Maccabim-Re'ut,Nahal Na'aman St.  9,4.0,0.0,120,1
398,5900,Apartment,Tel Aviv-Yafo,Sderot Shaul HaMelech  17,3.0,0.0,60,0
399,2850,Apartment,Ramat Gan,Haroe St.  23,1.0,1.0,25,0
400,3000,Apartment,Lod,Eliezer Kaplan St.  6,2.5,2.0,60,0
401,19500,Duplex,Tel Aviv-Yafo,Frishman St. ,6.0,6.0,160,3
402,4950,Apartment,Tel Aviv-Yafo,Zalman Maisel St. ,4.0,2.0,80,1
403,8000,Apartment,Tel Aviv-Yafo,Hei be-Iyar St. ,2.0,5.0,88,1
404,8000,Apartment,Tel Aviv-Yafo,Lipski St. ,2.5,2.0,60,0
405,3800,Apartment,Holon,Sderot Yoseftal  150,3.5,2.0,80,0
406,3800,Apartment,Holon,Sderot Yoseftal  150,3.5,2.0,80,0
407,5900,Apartment,Ramat Gan,Neveh Yehoshua St.  34,4.0,1.0,100,1
408,3900,Apartment,Ramat Gan,HaBanim St.  11,2.0,2.0,55,0
409,2700,Apartment,Lod,Arieh Rubin St.  5,2.0,4.0,60,1
410,2950,Apartment,Bnei Brak,Ha-Rav Avraham Yitskhak ha-Cohen Kook St.  26,2.0,2.0,45,0
411,3600,Housing unit,Ramat Gan,Uziel St.  91,2.0,2.0,45,0
412,3650,Apartment,Bat Yam,Bar Ilan St.  85,2.0,2.0,45,1
413,3100,Apartment,Ramat Gan,Beer Ora St.  8,2.0,1.0,37,3
414,3200,Apartment,Tel Aviv-Yafo,Shlomo Ibn Gabirol St.  42,1.0,3.0,25,0
415,3500,Apartment,Holon,Eilat St.  86,3.0,4.0,60,0
416,6000,Villa,Ramat Gan,Ha-Aliya ha-Rishona St. ,3.0,1.0,90,1
417,4700,Apartment,Ramat Gan,Ha-Yarden St.  38,4.0,1.0,100,1
418,4700,Apartment,Bat Yam,Balfour St.  17,3.5,1.0,85,2
419,100,Apartment,Petah Tikva,Khen St.  5,2.5,2.0,50,0
420,4000,Apartment,Petah Tikva,Ha-Aliya ha-Shinya St.  10,4.0,4.0,80,0
421,4500,Apartment,Petah Tikva,Rachel HaMeshoreret St.  11,4.0,4.0,120,0
422,5100,Apartment,Kefar Sava,HaGra St.  19,4.0,4.0,132,1
423,3400,Apartment,Bat Yam,Ha-Shlosha St.  13,2.0,0.0,30,0
424,4000,Apartment,Kiryat Ono,HaShaked St.  36,3.0,2.0,70,0
425,3100,Apartment,Ramla,Sderot Ben Gurion  3,3.0,3.0,68,0
426,3500,Apartment,Petah Tikva,Ha-Rishonim St.  1,3.5,1.0,1,1
427,1650,Apartment,Jerusalem,HaArazim St.  10,3.0,4.0,78,0
428,4200,Apartment,Holon,Manya ve-Yisrael Shokhat St.  21,3.0,1.0,70,0
429,3000,Apartment,Ramat Gan,Natan St.  21,1.0,0.0,35,0
430,3700,Apartment,Ashdod,Shavei Tsiyon St.  28,4.0,2.0,110,0
431,6500,Apartment,Tel Aviv-Yafo,Tagore St.  60,3.0,3.0,70,1
432,4550,Apartment,Bat Yam,Ha-Neviim St.  23,3.0,3.0,71,2
433,5200,Apartment,Tel Aviv-Yafo,Maapilei Egoz St.  8,4.0,3.0,98,0
434,6000,Apartment,Givatayim,Weizman St.  26,4.0,2.0,110,0
435,4500,Apartment,Ramat Gan,Bialik St.  61,3.0,1.0,76,0
436,5500,Apartment,Ramat Gan,Negba Road  23,4.0,1.0,100,0
437,3000,Apartment,Ramat Gan,Haroe St.  203,3.0,3.0,45,0
438,3500,Apartment,Ramat Gan,Kareski St.  13,2.5,3.0,70,0
439,3300,Apartment,Ramat Gan,Gershom St.  4,3.0,1.0,75,0
440,6000,Apartment,Ramat Gan,Mevo HaTichon  5,4.0,2.0,113,1
441,3900,Apartment,Ramat Gan,Negba Road  42,2.5,0.0,77,0
442,5500,Apartment,Ramat Gan,Yosef Tsvi St.  67,4.0,2.0,94,1
443,3800,Apartment,Ramat Gan,Aluf David St.  1,2.0,1.0,45,0
444,5950,Apartment,Ramat Gan,Pnei HaGiva St.  25,4.0,2.0,90,0
445,4300,Apartment,Ramat Gan,Haroe St.  192,3.5,1.0,80,0
446,3300,Housing unit,Ramat Gan,Mate Aharon St.  12,2.0,0.0,40,1
447,1650,Apartment,Ramat Gan,Haroe St.  129,1.0,0.0,18,0
448,4000,Apartment,Ramat Gan,Uziel St.  28,2.5,3.0,90,1
449,5500,Apartment,Ramat Gan,Arieh Ben Eliezer St.  67,4.0,8.0,110,1
450,3700,Garden apt,Ramat Gan,Negba Road  62,2.0,0.0,40,0
451,5700,Apartment,Givatayim,HaRav Herzog St.  26,3.5,3.0,101,1
452,8200,Apartment,Tel Aviv-Yafo,Fein St.  1,4.0,6.0,85,1
453,7500,Triplex,Ramat Gan,Pnei HaGiva St.  25,5.0,3.0,125,1
454,6950,Triplex,Ramat Gan,Pnei HaGiva St.  25,4.0,3.0,125,1
455,7000,Rooftop apt,Ramat Gan,HaHayil St.  42,5.0,2.0,123,0
456,5800,Apartment,Ramat Gan,Megadim St.  2,4.0,2.0,100,0
457,5950,Apartment,Ramat Gan,Mahanayim St.  13,5.0,2.0,128,1
458,6600,Apartment,Ramat Gan,Haroe St.  6,4.0,5.0,135,1
459,3100,Garden apt,Ramat Gan,Ha-Mavdil St.  23,1.5,0.0,30,0
460,4700,Apartment,Ramat Gan,Ha-Nakhal St.  23,3.0,1.0,78,1
461,8500,Apartment,Tel Aviv-Yafo,HaHashmonaim St.  80,4.0,1.0,100,0
462,4700,Apartment,Tel Aviv-Yafo,Sderot Sheshet HaYamim  17,3.0,3.0,70,0
463,4600,Apartment,Ramat Gan,Krinitsi St.  36,3.0,1.0,80,0
464,4600,Apartment,Ramat Gan,Krinitsi St.  36,3.0,1.0,75,0
465,4000,Apartment,Holon,Feierberg St. ,3.5,1.0,82,0
466,3170,Housing unit,Holon,Baal Mahshavot St. ,1.5,0.0,25,0
467,4400,Apartment,Ramat Gan,Shalem St.  12,3.0,2.0,82,0
468,2350,Room,Jerusalem,Ha-Ari St.  17,1.0,1.0,18,0
469,6200,Apartment,Ness Ziona,Nordau St.  4,4.0,5.0,100,1
470,3800,Apartment,Bat Yam,Henrietta Szold St.  13,3.0,1.0,65,0
471,4500,Housing unit,Holon,Sokolov St.  74,2.0,1.0,50,0
472,3000,Apartment,Tel Aviv-Yafo,Nahal HaBsor St.  12,3.0,4.0,65,0
473,3200,Apartment,Bat Yam,HaRav Luzon St.  12,2.0,1.0,60,0
474,3000,Apartment,Bat Yam,Trumpeldor St.  4,2.0,0.0,60,0
475,3000,Apartment,Bat Yam,Nitsana St.  16,2.0,0.0,55,0
476,4300,Housing unit,Hadid,Ha-Savyon St.  11,3.0,1.0,90,3
477,2700,Apartment,Rehovot,Max Nordau St.  13,2.0,2.0,45,0
478,3300,Apartment,Bat Yam,HaShikma St. ,2.0,4.0,47,0
479,5200,Apartment,Bat Yam,Max Nordau St. ,4.0,4.0,100,0
480,3500,Apartment,Bat Yam,Halper St. ,2.5,0.0,55,0
481,3300,Apartment,Bat Yam,Arlozorov St. ,2.0,1.0,40,0
482,3300,Apartment,Bat Yam,Halper St. ,2.0,0.0,40,0
483,4500,Apartment,Bat Yam,Perlstein St. ,3.0,5.0,100,0
484,2850,Apartment,Bat Yam,Rothschild St. ,1.0,2.0,40,0
485,3500,Apartment,Bat Yam,Ha-Rishonim St. ,2.0,3.0,65,0
486,3500,Apartment,Bat Yam,Abba Berdichev St. ,3.0,3.0,70,0
487,2500,Apartment,Bat Yam,Abba Berdichev St. ,2.0,0.0,40,0
488,3000,Apartment,Bat Yam,Abba Berdichev St. ,2.0,0.0,30,0
489,2800,Apartment,Bat Yam,Herzl St. ,1.0,0.0,24,0
490,6150,Apartment,Ramat Gan,Kedma St. ,3.0,5.0,100,1
491,3000,Apartment,Bat Yam,HaGiborim St. ,1.0,0.0,25,0
492,3850,Apartment,Bat Yam,Halper St. ,3.5,3.0,77,0
493,4000,Apartment,Bat Yam,Simha Holtsberg St. ,2.5,3.0,40,0
494,3800,Apartment,Tel Aviv-Yafo,HaTsorfim St.  12,1.0,0.0,20,0
495,3200,Apartment,Bat Yam,Balfour St.  81,2.5,3.0,75,0
496,2950,Apartment,Bat Yam,Arlozorov St.  70,1.0,1.0,35,0
497,4600,Apartment,Rishon LeTsiyon,Tsvi Herman Shapira St. ,4.0,3.0,110,0
498,6200,Garden apt,Rehovot,Batya Makov St.  28,3.5,0.0,80,1
499,5500,Apartment,Bat Yam,Derech Ben Gurion ,2.0,19.0,40,0
500,6800,Apartment,Bat Yam,Ha-Rav Nisanbaum St. ,4.0,39.0,100,1
501,3800,Apartment,Bat Yam,HaRav Uziel St. ,2.0,2.0,40,0
502,4500,Apartment,Bat Yam,Ha-Sar Shapira St. ,2.5,4.0,75,0
503,4500,Apartment,Bat Yam,Balfour St. ,3.5,3.0,85,0
504,6500,Apartment,Bat Yam,Yohanan HaSandlar St. ,4.0,12.0,100,2
505,3200,Apartment,Bat Yam,Yoseftal St. ,2.0,3.0,50,0
506,3500,Apartment,Bat Yam,Arlozorov St. ,2.0,1.0,50,0
507,3000,Apartment,Bat Yam,HaAtsmaut Boulevard ,2.0,0.0,30,0
508,5000,Apartment,Bat Yam,Doctor Nahum Nir St.  3,4.0,5.0,85,1
509,4500,Apartment,Bat Yam,Balfour St. ,3.5,2.0,80,0
510,4000,Apartment,Bat Yam,Bar Yehuda St.  24,3.0,3.0,70,0
511,8000,Apartment,Bat Yam,Derech Ben Gurion  57,4.0,7.0,105,1
512,4000,Apartment,Bat Yam,Moshe Sneh St. ,3.0,0.0,70,0
513,4200,Apartment,Bat Yam,Derech Ben Gurion ,2.0,2.0,45,1
514,3100,Apartment,Bat Yam,Herzl St.  10,2.0,0.0,40,0
515,4500,Apartment,Bat Yam,Dakar St.  3,3.0,4.0,87,0
516,25000,Garden apt,Tel Aviv-Yafo,Ha-Ogen St. ,4.0,2.0,220,0
517,5000,Apartment,Bat Yam,Rothschild St. ,3.0,3.0,70,0
518,4400,Apartment,Bat Yam,Dakar St.  3,3.0,4.0,85,0
519,3500,Apartment,Bat Yam,Daniel St. ,2.5,1.0,75,0
520,4400,Apartment,Herzliya,Tsahal St.  2,2.0,2.0,55,0
521,4200,Apartment,Petah Tikva,Rothschild St.  144,4.0,3.0,90,0
522,3700,Apartment,Petah Tikva,Aharon Katsir St. ,3.0,2.0,85,0
523,2300,Apartment,Petah Tikva,Yosef Sapir St. ,1.0,0.0,25,0
524,2300,Apartment,Petah Tikva,Ihilov St. ,1.0,0.0,25,0
525,4000,Apartment,Petah Tikva,Ein Ganim St. ,3.0,1.0,80,1
526,3700,Apartment,Petah Tikva,Herzl St. ,3.0,1.0,75,0
527,1900,Apartment,Petah Tikva,Nordau St.  34,4.0,1.0,90,1
528,2000,Apartment,Petah Tikva,Nordau St.  34,4.0,1.0,90,1
529,1900,Apartment,Petah Tikva,Nordau St.  34,4.0,1.0,100,1
530,2000,Room,Petah Tikva,Nordau St.  32,4.0,1.0,110,2
531,4200,Apartment,Rishon LeTsiyon,Ha-Akhim Suleiman St.  6,3.0,1.0,7,1
532,6000,Garden apt,Tel Aviv-Yafo,HaGolan St.  124,3.0,0.0,56,0
533,3000,Apartment,Ramat Gan,Sderot Yerushalayim  86,2.0,0.0,40,0
534,5500,Apartment,Bat Yam,Yitshak Sadeh St.  33,3.5,6.0,100,1
535,5500,Apartment,Tel Aviv-Yafo,Shalma Road ,3.0,2.0,70,0
536,3950,Apartment,Bat Yam,Kinneret St.  11,4.0,3.0,90,0
537,4000,Apartment,Ramat Gan,Haroe St.  125,2.5,3.0,60,0
538,2900,Mini penthouse,Bnei Brak,Hertsel St.  75,3.0,4.0,52,0
539,2800,Apartment,Bnei Brak,Ussishkin St.  23,2.0,2.0,45,0
540,5000,Apartment,Holon,Khazit Khamesh St. ,3.5,3.0,90,1
541,5500,Apartment,Givatayim,Kiryat Yosef St.  20,4.0,2.0,120,1
542,6400,Apartment,Holon,Yehoshua Rabinovich St.  91,5.0,5.0,120,1
543,7600,Apartment,Tel Aviv-Yafo,HaHashmonaim St.  98,4.0,9.0,96,2
544,9500,Apartment,Tel Aviv-Yafo,HaHashmonaim St.  97,4.0,9.0,89,2
545,5200,Apartment,Tel Aviv-Yafo,Weizmann St.  87,2.0,0.0,55,0
546,6700,Apartment,Tel Aviv-Yafo,Shtulim St.  55,4.0,12.0,100,2
547,5000,Apartment,Tel Aviv-Yafo,Shalma Road ,2.0,3.0,50,0
548,2400,Apartment,Jerusalem,Mishol HaDkalim  12,1.0,1.0,16,3
549,4500,Mini penthouse,Rishon LeTsiyon,Ha-Yekev St. ,2.5,4.0,62,0
550,3700,Apartment,Rishon LeTsiyon,Rothschild St. ,3.5,6.0,85,0
551,4800,Apartment,Bat Yam,Livorno St.  3,4.0,4.0,100,1
552,5000,Apartment,Ramat Gan,Rabbi Yehuda HaNassi St. ,4.0,1.0,104,1
553,3000,Apartment,Petah Tikva,Yitskhak Sadeh St. ,3.0,1.0,65,0
554,3500,Apartment,Petah Tikva,Olei Bavel St. ,2.5,1.0,70,0
555,4200,Apartment,Holon,Zeev Jabotinsky St. ,3.0,3.0,80,0
556,4500,Apartment,Gedera,Bialik St. ,3.0,2.0,100,1
557,3000,Apartment,Bat Yam,HaHashmonaim St. ,3.0,3.0,90,0
558,3500,Apartment,Bat Yam,Kinneret St. ,2.0,3.0,65,0
559,4000,Apartment,Bat Yam,Khaviva Reik St. ,2.5,3.0,65,0
560,3650,Apartment,Bat Yam,Bar Ilan St.  25,3.0,1.0,82,0
561,3100,Apartment,Bat Yam,Herzl St. ,1.0,3.0,40,0
562,9000,Apartment,Bat Yam,Derech Menachem Begin ,5.0,12.0,130,2
563,3700,Apartment,Bat Yam,Khaviva Reik St. ,2.0,0.0,60,0
564,6500,Apartment,Rishon LeTsiyon,Saadiya ve-Yosef Bashari St. ,4.0,4.0,105,2
565,4500,Apartment,Ramat Gan,Beit Horon St.  16,2.5,1.5,72,0
566,6000,Apartment,Tel Aviv-Yafo,Ha-Rav Alnekave St.  78,4.0,3.0,100,1
567,2500,Studio,Jerusalem,Jaffa St.  212,1.0,6.0,30,0
568,4200,Apartment,Holon,Har ha-Tsofim St. ,3.0,4.0,60,0
569,9500,Duplex,Ramat Gan,Uziel St. ,4.0,8.0,215,2
570,4000,Apartment,Ramat Gan,Ha-Aluf Nekhemya Tamari St. ,2.0,1.0,70,0
571,6600,Apartment,Givatayim,HaMaayan St. ,4.0,2.0,130,0
572,7000,Apartment,Ramat Gan,Rimalt St. ,4.0,5.0,120,0
573,3400,Apartment,Ramat Gan,Rabbi Yehuda HaNassi St. ,3.0,3.0,50,0
574,5800,Apartment,Ramat Gan,Yeshurun St. ,3.0,3.0,75,1
575,4500,Apartment,Nes Harim,Livne St.  16,3.0,0.0,64,3
576,2900,Studio,Rishon LeTsiyon,Shivtei Yisrael St. ,1.0,1.0,35,0
577,3850,Apartment,Bat Yam,Arlozorov St. ,2.5,2.0,70,0
578,4000,Apartment,Ramat Gan,Negba Road  35,2.5,2.0,55,0
579,4000,Apartment,Ramla,Sderot Ben Gurion ,4.0,3.0,90,1
580,2800,Apartment,Ramla,Yitshak Ben Zvi St. ,2.0,3.0,50,0
581,3500,Apartment,Ramla,Yoseftal St. ,3.0,1.0,70,0
582,3000,Apartment,Ramla,Alef Samech Levi St. ,3.0,4.0,70,0
583,2700,Housing unit,Ramla,Ha-Ilanot St. ,2.0,0.0,30,0
584,3200,Housing unit,Rishon LeTsiyon,Migdalor St. ,1.0,0.0,40,0
585,2600,Apartment,Ramla,Yitshak Ben Zvi St. ,2.0,2.0,50,0
586,3200,Housing unit,Rehovot,Rambam St. ,1.0,0.0,40,0
587,4000,Apartment,Ramla,Meir Bar Ilan St.  43,4.5,2.0,95,0
588,3400,Apartment,Ramla,Sderot David Razi'el  4,3.0,2.0,70,1
589,2600,Apartment,Ramla,Amichai St. ,2.0,2.0,50,0
590,3500,Apartment,Ramla,Vilna St.  4,3.0,1.0,70,0
591,3000,Housing unit,Ramla,Levi Eshkol St. ,3.0,1.0,50,0
592,3000,Apartment,Bnei Brak,Dov Gruner St.  55,2.5,2.0,42,0
593,5190,Apartment,Ramat Gan,Ha-Podim St.  31,3.0,2.0,70,2
594,3600,Apartment,Bnei Brak,Yigal Alon St.  25,3.0,2.0,65,1
595,4750,Apartment,Holon,Alufei Tsahal St.  21,4.0,4.0,93,1
596,3600,Apartment,Bat Yam,Bar Ilan St. ,2.5,1.0,65,0
597,2800,Apartment,Jerusalem,Shamir St.  36,1.0,0.0,30,0
598,3400,Apartment,Holon,HaTsfira St.  4,2.5,3.0,65,0
599,4200,Apartment,Bat Yam,HaGdud Haivri St.  27,3.0,0.0,80,0
600,3200,Apartment,Rishon LeTsiyon,Rothschild St.  58,2.0,0.0,40,0
601,4400,Apartment,Jerusalem,Shamai St.  10,2.0,3.0,51,0
602,3600,Apartment,Ramla,Yoseftal St.  17,4.0,2.0,87,0
603,3200,Apartment,Ramla,Sderot Ben Gurion  3,3.0,2.0,70,0
604,5600,Apartment,Jerusalem,Eliyahu Mani St.  5,3.0,1.0,83,1
605,4000,Apartment,Ramat Gan,Simtat Ayalon  11,2.5,2.0,60,0
606,3800,Housing unit,Jerusalem,Yosef Avidar St.  22,2.0,1.0,50,1
607,4950,Apartment,Tel Aviv-Yafo,Ha-Keshet St. ,3.5,2.0,90,0
608,3390,Apartment,Bat Yam,Kakal St.  20,2.5,2.0,60,0
609,5900,Apartment,Bat Yam,Derech Ben Gurion  133,4.0,3.0,100,0
610,4700,Apartment,Petah Tikva,Rothschild St.  136,4.0,8.0,80,1
611,4000,Apartment,Bat Yam,Halper St.  24,2.0,7.0,50,0
612,4200,Apartment,Bat Yam,Kaf-Tet BeNovember St. ,3.0,5.0,80,0
613,5200,Apartment,Holon,Eliyahu Krauze St. ,4.0,2.0,100,0
614,3150,Housing unit,Rishon LeTsiyon,Leshem St. ,2.0,0.0,35,1
615,2350,Housing unit,Rishon LeTsiyon,Shlomo Pomborovski St. ,2.0,0.0,35,1
616,6500,Apartment,Rishon LeTsiyon,HaGat St. ,5.0,8.0,140,2
617,5300,Apartment,Rishon LeTsiyon,Ha-Khartsit St. ,4.0,7.0,100,1
618,6300,Apartment,Rishon LeTsiyon,Rival St. ,4.5,7.0,110,1
619,4300,Apartment,Bat Yam,Balfour St.  115,3.0,2.0,70,1
620,4500,Apartment,Rishon LeTsiyon,Meir Vinik St. ,3.0,2.0,80,1
621,4500,Apartment,Rishon LeTsiyon,Ha-Khelmonit St. ,2.0,2.0,55,0
622,4500,Housing unit,Rishon LeTsiyon,Rekhavya Ofek St. ,2.0,0.0,60,0
623,4600,Apartment,Rishon LeTsiyon,Asher Levin St.  4,4.0,6.0,110,1
624,9000,Mini penthouse,Rishon LeTsiyon,Meishar St. ,4.5,16.0,135,1
625,3000,Apartment,Petah Tikva,David Wolfson St. ,2.0,1.0,55,1
626,4500,Apartment,Petah Tikva,Ein Ganim St. ,4.5,4.0,110,1
627,4500,Cottage/house,Petah Tikva,HaPalmach St. ,3.0,2.0,100,0
628,2800,Apartment,Petah Tikva,Yitskhak Sadeh St. ,3.0,0.0,70,0
629,5500,Apartment,Rishon LeTsiyon,Mivtsa Kadesh St.  9,4.0,1.0,110,1
630,5200,Garden apt,Rishon LeTsiyon,Gush Etsyon St.  22,3.0,0.0,100,0
631,6500,Apartment,Herzliya,הקרן  7,3.0,4.0,75,1
632,3600,Housing unit,Jerusalem,HaRav Yizhak Hai Taib St.  18,2.0,1.0,40,0
633,7500,Apartment,Tel Aviv-Yafo,Shlomo HaMelekh St.  8,3.0,1.0,80,0
634,6200,Apartment,Tel Aviv-Yafo,Haggibbor HaAlmoni St.  2,5.0,4.0,100,1
635,2500,Housing unit,Tel Aviv-Yafo,HaGdud Haivri St.  58,1.0,1.0,9,0
636,5000,Apartment,Ramat Gan,Boaz St.  15,4.0,3.0,115,0
637,12500,Apartment,Tel Aviv-Yafo,Yehezkel Streichman St. ,5.5,3.0,130,1
638,17000,Penthouse,Tel Aviv-Yafo,Amir Gilboa St. ,5.0,8.0,150,1
639,3200,Apartment,Rehovot,Haim Yalin St. ,2.0,0.0,50,0
640,4800,Apartment,Rehovot,Ha-Rav Shauli St. ,4.0,5.0,100,1
641,6200,Triplex,Petah Tikva,Trumpeldor St.  31,7.0,0.0,131,1
642,3100,Apartment,Kiryat Ono,Shlomo ha-Melekh St.  6,2.0,1.0,36,0
643,5900,Apartment,Ramat Gan,Bialik St.  78,3.0,17.0,70,2
644,2850,Apartment,Rehovot,Ha-Khavura St. ,2.0,0.0,40,0
645,3000,Apartment,Rehovot,Tzvi Apple St. ,3.0,1.0,65,0
646,5000,Apartment,Rehovot,Arlozorov St. ,4.0,1.0,90,0
647,3600,Apartment,Rehovot,Derech Sheshet HaYamim ,3.0,0.0,70,0
648,3300,Apartment,Rehovot,Yitskhak Mugzakh St. ,2.0,0.0,40,0
649,1250,Apartment,Ari'el,Ramat HaGolan St.  15,49.0,2.0,92,1
